datetime,open,high,low,close,volume
2024-11-20 08:00:00,2621.579,2624.479,2618.888,2624.152,8452
2024-11-20 09:00:00,2624.219,2625.727,2621.082,2621.99,7358
2024-11-20 10:00:00,2621.968,2626.224,2620.895,2625.113,6819
2024-11-20 11:00:00,2625.066,2628.196,2621.422,2628.109,7313
2024-11-20 12:00:00,2628.147,2632.447,2627.089,2631.817,7848
2024-11-20 13:00:00,2631.775,2640.498,2631.189,2636.048,11550
2024-11-20 14:00:00,2636.087,2646.49,2634.15,2643.167,14653
2024-11-20 15:00:00,2643.151,2648.956,2640.799,2648.834,11002
2024-11-20 16:00:00,2648.832,2650.848,2646.069,2650.627,9827
2024-11-20 17:00:00,2650.647,2655.457,2649.218,2651.849,8201
2024-11-20 18:00:00,2651.805,2652.173,2645.381,2648.617,8609
2024-11-20 19:00:00,2648.592,2653.161,2648.471,2650.896,6001
2024-11-20 20:00:00,2650.865,2651.215,2647.294,2648.931,6129
2024-11-20 21:00:00,2648.91,2650.51,2648.075,2649.979,4006
2024-11-20 23:00:00,2651.248,2652.964,2649.011,2652.135,2981
2024-11-21 00:00:00,2652.177,2658.837,2651.8,2658.479,4687
2024-11-21 01:00:00,2658.518,2660.49,2651.831,2653.352,8493
2024-11-21 02:00:00,2653.322,2658.202,2652.529,2653.722,6299
2024-11-21 03:00:00,2653.726,2657.272,2650.382,2656.925,5378
2024-11-21 04:00:00,2656.897,2659.021,2656.821,2656.953,3810
2024-11-21 05:00:00,2656.996,2658.166,2654.649,2656.872,5592
2024-11-21 06:00:00,2656.945,2662.26,2656.561,2661.436,6737
2024-11-21 07:00:00,2661.398,2664.747,2660.016,2663.123,6894
2024-11-21 08:00:00,2663.084,2670.326,2661.991,2668.85,8120
2024-11-21 09:00:00,2668.877,2671.723,2663.444,2668.836,8876
2024-11-21 10:00:00,2668.835,2670.386,2665.088,2669.901,6638
2024-11-21 11:00:00,2669.942,2673.546,2668.334,2671.472,6737
2024-11-21 12:00:00,2671.515,2671.84,2662.921,2663.36,7829
2024-11-21 13:00:00,2663.302,2667.746,2660.442,2665.409,16178
2024-11-21 14:00:00,2665.444,2671.621,2661.369,2664.98,16223
2024-11-21 15:00:00,2665.066,2670.573,2664.382,2667.66,14302
2024-11-21 16:00:00,2667.698,2669.768,2661.33,2664.712,12882
2024-11-21 17:00:00,2664.74,2672.827,2661.789,2671.739,8806
2024-11-21 18:00:00,2671.782,2673.15,2669.041,2672.365,7136
2024-11-21 19:00:00,2672.404,2673.54,2667.838,2669.708,6336
2024-11-21 20:00:00,2669.742,2671.863,2668.575,2671.468,5302
2024-11-21 21:00:00,2671.512,2671.93,2668.08,2669.634,3741
2024-11-21 23:00:00,2669.885,2670.02,2668.17,2669.183,2983
2024-11-22 00:00:00,2669.151,2673.599,2668.868,2673.154,4608
2024-11-22 01:00:00,2673.138,2679.465,2673.064,2677.859,9561
2024-11-22 02:00:00,2677.8,2686.449,2677.324,2686.009,7589
2024-11-22 03:00:00,2686.006,2690.543,2681.437,2686.177,8413
2024-11-22 04:00:00,2686.21,2692.404,2682.999,2688.725,6389
2024-11-22 05:00:00,2688.767,2689.138,2683.035,2686.692,8214
2024-11-22 06:00:00,2686.66,2693.276,2685.883,2692.89,8225
2024-11-22 07:00:00,2692.921,2699.002,2690.473,2696.481,8373
2024-11-22 08:00:00,2696.512,2700.489,2694.729,2697.286,11559
2024-11-22 09:00:00,2697.326,2707.482,2693.578,2703.346,13320
2024-11-22 10:00:00,2703.382,2708.614,2702.646,2707.663,9596
2024-11-22 11:00:00,2707.702,2710.151,2697.013,2698.891,10792
2024-11-22 12:00:00,2698.85,2705.042,2697.02,2703.021,9500
2024-11-22 13:00:00,2702.981,2704.163,2689.292,2692.981,18655
2024-11-22 14:00:00,2692.939,2696.358,2684.465,2694.796,20045
2024-11-22 15:00:00,2694.665,2705.097,2694.516,2703.705,16305
2024-11-22 16:00:00,2703.765,2706.67,2700.769,2705.145,10741
2024-11-22 17:00:00,2705.244,2707.344,2703.585,2706.777,7720
2024-11-22 18:00:00,2706.811,2711.442,2706.704,2710.802,7510
2024-11-22 19:00:00,2710.847,2711.476,2706.966,2708.245,5851
2024-11-22 20:00:00,2708.204,2708.884,2705.126,2705.865,6337
2024-11-22 21:00:00,2705.83,2715.686,2705.731,2715.597,5288
2024-11-24 23:00:00,2711.21,2721.461,2710.772,2719.78,8493
2024-11-25 00:00:00,2719.743,2720.167,2709.73,2710.66,8237
2024-11-25 01:00:00,2710.696,2711.18,2694.879,2701.225,22993
2024-11-25 02:00:00,2701.249,2704.535,2692.282,2695.288,11561
2024-11-25 03:00:00,2695.273,2697.458,2659.021,2672.26,25377
2024-11-25 04:00:00,2672.215,2676.394,2663.849,2672.567,11097
2024-11-25 05:00:00,2672.611,2674.05,2658.164,2664.685,16361
2024-11-25 06:00:00,2664.735,2670.123,2661.654,2666.882,15422
2024-11-25 07:00:00,2666.926,2672.611,2663.809,2667.798,11633
2024-11-25 08:00:00,2667.833,2673.596,2667.122,2671.987,11636
2024-11-25 09:00:00,2672.012,2675.236,2669.868,2673.89,8736
2024-11-25 10:00:00,2673.85,2678.118,2668.858,2677.689,7705
2024-11-25 11:00:00,2677.653,2688.792,2677.62,2686.8,8754
2024-11-25 12:00:00,2686.83,2687.12,2679.975,2680.979,9645
2024-11-25 13:00:00,2680.988,2687.887,2676.632,2678.263,18462
2024-11-25 14:00:00,2678.305,2678.78,2633.534,2641.265,44325
2024-11-25 15:00:00,2641.287,2641.736,2626.255,2628.428,24694
2024-11-25 16:00:00,2628.459,2639.416,2628.337,2632.011,15411
2024-11-25 17:00:00,2631.972,2634.239,2624.479,2627.828,11037
2024-11-25 18:00:00,2627.75,2628.551,2615.543,2618.851,12694
2024-11-25 19:00:00,2618.809,2626.235,2618.365,2625.828,7554
2024-11-25 20:00:00,2625.854,2628.764,2622.652,2626.163,7039
2024-11-25 21:00:00,2626.122,2628.386,2625.124,2625.666,3421
2024-11-25 23:00:00,2625.853,2628.588,2605.152,2610.479,11298
2024-11-26 00:00:00,2610.508,2624.58,2608.501,2619.84,13761
2024-11-26 01:00:00,2619.815,2632.24,2618.045,2628.127,17238
2024-11-26 02:00:00,2628.137,2630.557,2624.917,2625.4,10063
2024-11-26 03:00:00,2625.359,2631.101,2622.912,2630.39,7505
2024-11-26 04:00:00,2630.366,2631.471,2625.051,2626.44,5075
2024-11-26 05:00:00,2626.434,2626.563,2617.895,2624.332,8967
2024-11-26 06:00:00,2624.375,2626.033,2621.133,2622.155,9088
2024-11-26 07:00:00,2622.112,2622.913,2610.856,2614.06,9265
2024-11-26 08:00:00,2614.094,2618.313,2612.441,2613.495,10656
2024-11-26 09:00:00,2613.444,2627.171,2612.9,2625.993,10169
2024-11-26 10:00:00,2626.017,2633.177,2625.126,2631.405,9101
2024-11-26 11:00:00,2631.418,2633.25,2627.604,2633.226,8003
2024-11-26 12:00:00,2633.267,2634.843,2629.298,2630.987,9205
2024-11-26 13:00:00,2630.963,2642.013,2623.966,2629.949,19292
2024-11-26 14:00:00,2629.901,2633.86,2616.744,2622.645,22167
2024-11-26 15:00:00,2622.673,2632.834,2620.311,2629.536,15791
2024-11-26 16:00:00,2629.551,2631.509,2626.398,2628.735,10041
2024-11-26 17:00:00,2628.702,2628.702,2624.963,2624.963,7983
2024-11-26 18:00:00,2624.933,2624.933,2619.522,2623.436,9132
2024-11-26 19:00:00,2623.399,2629.042,2622.705,2628.049,7168
2024-11-26 20:00:00,2628.089,2632.897,2627.451,2631.766,5666
2024-11-26 21:00:00,2631.791,2633.611,2630.769,2632.744,3341
2024-11-26 23:00:00,2631.309,2634.162,2630.803,2632.278,3191
2024-11-27 00:00:00,2632.273,2633.144,2627.208,2627.701,3835
2024-11-27 01:00:00,2627.727,2632.765,2627.041,2631.411,8713
2024-11-27 02:00:00,2631.376,2640.551,2631.16,2637.534,8293
